TIME,[JYJ]AI_CAL[5],[JYJ]AI_CAL[6],[JYJ]AI_CAL[7],[GXC]AI_CAL[35],[GXC]AI_CAL[46],[GXC]AI_CAL[37],[GXC]AI_CAL[33],[GXC]AI_CAL[45],[GXC]AI_CAL[47],[GXC]AI_CAL[34],[PDJ]AI_CAL[12],[PDJ]AI_CAL[11],[PDJ]AI_CAL[10],[PDJ]AI_CAL[7],[PDJ]AI_CAL[8],[PDJ]AI_CAL[9],[PDJ]AI_CAL[5]
2023/1/24 23:30,0.5,1.04,26.92,32.44,3.29,20.63,0,277.52,7.28,2392.97,11.62,0.18,0.13,1.03,6.71,8.3,2095.59
2023/1/24 23:45,0.5,1.04,24.93,32.52,3.3,20.63,0,277.62,7.32,2343.02,11.61,0.18,0.13,0.96,6.71,8.29,2053.98
2023/1/24 2:00,0.5,1.04,26.92,29.68,2.98,20.73,2.58,277.38,7.32,2086.27,13.21,0.17,0.15,0.7,6.7,7.55,1901.75
2023/1/24 2:15,0.5,1.04,26.92,28.62,2.98,20.79,2.64,277.47,7.34,2074.98,13.21,0.09,0.15,0.73,6.7,7.55,1604.67
2023/1/24 2:30,0.5,1.04,26.81,28.62,2.99,20.65,0,277.5,7.32,2049.36,13.21,0.09,0.15,0.65,6.7,7.56,1598.58
2023/1/24 2:45,0.5,1.04,26.92,28.66,2.87,20.73,0,277.59,7.32,1972.52,13.21,0.09,0.15,0.57,6.69,7.57,1625.67
2023/1/24 3:00,0.5,1.04,26.92,28.68,2.86,20.57,1.99,277.52,7.3,1969.87,13.21,0.09,0.15,0.59,6.71,7.55,1621.15
2023/1/24 3:15,0.5,1.04,26.92,28.61,2.87,20.71,0,277.46,7.26,1990.97,13.21,0.09,0.15,0.57,6.69,7.56,1615.36
2023/1/24 3:30,0.5,1.04,26.92,28.67,2.86,20.72,2.23,277.49,7.26,1995.19,13.11,0.09,0.15,0.51,6.7,7.52,1620.07
2023/1/24 3:45,0.5,1.04,26.92,28.65,2.87,20.81,0.46,277.38,7.24,1976.15,13.11,0.09,0.15,0.64,6.7,7.55,1603.49
2023/1/24 4:00,0.5,1.04,26.92,28.67,2.86,20.66,0,277.62,7.29,1798.6,13.11,0.09,0.15,0.6,6.7,7.55,1628.02
2023/1/24 4:15,0.5,1.04,26.89,25.17,2.86,20.7,0,277.46,7.24,1864.65,13.11,0.18,0.15,0.49,6.7,7.52,1602.31
2023/1/24 4:30,0.5,1.04,26.92,25.12,2.87,20.76,0,277.42,7.23,1795.76,13.11,0.18,0.15,0.55,6.71,7.53,1611.34
2023/1/24 4:45,0.5,1.04,26.87,25.11,2.47,20.64,0,277.53,7.24,1886.15,13.11,0.18,0.15,0.55,6.72,7.52,1570.71
2023/1/24 5:00,0.5,1.04,26.92,25.13,2.47,20.74,0,277.62,7.27,1839.43,13.11,0.18,0.15,0.52,6.74,7.55,1584.74
2023/1/24 5:15,0.5,1.04,26.92,25.14,2.46,20.7,0.23,277.6,7.25,1874.76,13.11,0.18,0.15,0.49,6.74,7.52,1625.08
2023/1/24 5:30,0.5,1.04,26.92,25.08,2.47,20.66,0,277.55,7.23,1766.12,12.42,0.18,0.15,0.84,6.75,8.02,1616.84
2023/1/24 5:45,0.5,1.04,26.92,25.12,2.47,20.75,2.29,277.39,7.2,1782.9,12.42,0.18,0.15,3.78,6.75,8.04,1595.05
2023/1/24 6:00,0.5,1.04,26.92,25.13,2.46,20.71,1.64,277.51,7.22,1645.99,12.42,0.18,0.15,3.38,6.76,8.05,1593.77
2023/1/24 6:15,0.5,1.04,26.92,21.04,2.47,20.71,0.64,277.38,7.19,1789.96,12.42,0.16,0.15,2.13,6.76,8.02,1571.69
2023/1/24 6:30,0.5,1.04,26.81,21.02,2.48,13.39,0.64,277.37,7.19,1780.25,12.42,0.16,0.15,1.81,6.77,8.03,1566.68
2023/1/24 6:45,0.5,1.04,26.92,21.04,2.05,13.39,0,277.42,7.2,1728.92,12.42,0.16,0.15,0.99,6.77,8.02,1552.94
2023/1/24 7:00,0.5,1.04,26.81,21.06,2.05,13.49,1.93,277.52,7.23,1723.42,12.42,0.16,0.15,1.4,6.79,8.04,1552.45
2023/1/24 7:15,0.5,1.04,26.92,21.05,2.05,13.34,0,277.57,7.21,1823.43,12.43,0.16,0.08,0.87,6.79,8.03,1566.98
2023/1/24 7:30,0.5,1.04,26.92,21.09,2.05,13.37,1.46,277.37,7.19,1837.17,11.69,0.16,0.08,1.06,6.8,7.89,1487.58
2023/1/24 7:45,0.5,1.04,26.92,21.06,2.05,13.41,0,277.62,7.24,1800.86,11.69,0.16,0.08,0.83,6.81,7.9,1517.61
2023/1/24 8:00,0.5,1.04,26.92,21.01,2.04,13.4,2.4,277.42,7.22,1696.43,11.69,0.16,0.08,0.84,6.82,7.89,1509.86
2023/1/24 8:15,0.5,1.04,26.92,19.61,2.05,35.93,0,277.51,7.22,1882.81,11.7,0.19,0.08,0.77,6.84,7.92,1515.75
2023/1/24 8:30,0.5,1.04,26.92,19.62,2.04,35.89,0.58,277.61,7.26,1935.51,11.7,0.19,0.08,0.7,6.86,7.92,1530.66
2023/1/24 8:45,0.5,1.04,26.92,19.61,1.93,35.79,0,277.46,7.24,1838.06,11.69,0.19,0.08,0.62,6.87,7.89,1401.41
2023/1/24 9:00,0.5,1.04,26.92,19.6,1.92,35.76,2.76,277.46,7.22,2005,11.69,0.19,0.08,0.68,6.88,7.89,1356.75
2023/1/24 9:15,0.5,1.04,26.81,19.64,1.92,35.76,0,277.52,7.24,2046.22,11.69,0.19,0.08,0.57,6.9,7.9,1334.08
2023/1/24 9:30,0.5,1.04,26.92,19.6,1.93,35.82,0,277.55,7.28,2139.76,10.15,0.19,0.08,0.52,6.95,7.45,1359.99
2023/1/24 9:45,0.5,1.04,26.92,19.6,1.92,35.79,0.4,277.59,7.34,2154.58,10.15,0.19,0.08,0.66,6.97,7.47,1593.87
2023/1/25 0:00,0.5,1.04,22.87,32.41,3.29,20.61,1.58,277.37,7.28,2342.13,11.62,0.18,0.13,0.84,6.72,8.29,2062.12
2023/1/25 0:15,0.5,1.04,22.87,32.69,3.3,23.83,0,277.58,7.29,2384.43,11.61,0.67,0.13,0.77,6.71,8.27,2024.53
2023/1/25 0:30,0.5,1.04,22.87,32.74,3.3,23.75,0.7,277.59,7.32,2326.33,11.61,0.67,0.13,0.75,6.72,8.31,2071.25
2023/1/25 0:45,0.5,1.04,22.87,32.71,3.37,23.71,2.05,277.51,7.29,2349.59,11.62,0.67,0.13,0.92,6.72,8.28,2023.36
2023/1/25 10:00,0.5,1.04,23.86,19.97,1.91,10.67,0,277.47,7.32,2219.45,9.94,0.2,0.05,0.72,6.86,7.1,1653.15
2023/1/25 10:15,0.5,1.04,23.86,24.04,1.92,10.72,0.17,277.39,7.34,2313.08,9.93,0.2,0.05,0.73,6.84,7.09,2512.51
2023/1/25 10:30,0.5,1.04,23.86,24.06,1.91,10.79,0.52,277.59,7.41,2387.28,9.94,0.2,0.05,1.03,6.84,7.12,2444.3
2023/1/25 10:45,0.5,1.04,23.86,24.07,2.37,10.82,0,277.62,7.43,2396.01,9.93,0.2,0.04,0.85,6.83,7.09,2269.5
2023/1/25 11:00,0.5,1.04,23.86,24.07,2.36,10.8,0.23,277.61,7.45,2411.23,9.93,0.2,0.05,0.95,6.85,7.1,2217.19
2023/1/25 11:15,0.5,1.04,23.86,24.06,2.37,10.7,0,277.59,7.42,2290.02,9.93,0.2,0.05,0.84,6.86,7.1,2146.14
2023/1/25 11:30,0.5,1.04,23.95,24.05,2.37,10.7,1.52,277.36,7.38,2403.77,9.93,0.2,0.05,0.88,6.85,6.66,2148.98
2023/1/25 11:45,0.5,1.04,23.95,24.07,2.36,10.79,2.29,277.45,7.4,2366.77,9.99,0.2,0.05,0.71,6.86,6.68,2100.01
2023/1/25 12:00,0.5,1.04,23.86,24.05,2.37,10.68,0,277.58,7.42,2322.6,9.99,0.2,0.04,0.74,6.86,6.66,1895.57
2023/1/25 12:15,0.5,1.04,23.86,30.6,2.37,10.73,0,277.62,7.43,2364.8,9.99,0.18,0.05,0.66,6.87,6.66,1865.14
2023/1/25 12:30,0.5,1.04,23.86,30.58,2.37,15.18,0,277.45,7.39,2413.09,9.99,0.18,0.05,0.8,6.86,6.66,1922.36
2023/1/25 12:45,0.5,1.04,23.86,30.66,3.27,15.15,0.46,277.37,7.38,2363.53,9.99,0.18,0.04,0.62,6.86,6.67,1898.02
2023/1/25 13:00,0.5,1.04,23.86,30.6,3.26,15.11,0.28,277.61,7.42,2404.55,9.99,0.18,0.04,0.73,6.84,6.68,1937.87
2023/1/25 13:15,0.5,1.04,23.86,30.63,3.26,15.06,0,277.57,7.41,2315.63,9.99,0.18,0.07,0.66,6.83,6.66,2006.97
2023/1/25 13:30,0.5,1.04,23.86,30.64,3.25,15.19,0.81,277.59,7.4,2418.88,9.99,0.18,0.07,0.84,6.81,8.53,1987.83
2023/1/25 13:45,0.5,1.04,23.86,30.66,3.26,15.13,0.99,277.57,7.38,2379.13,10.38,0.18,0.07,0.76,6.8,8.53,1930.22
2023/1/25 14:00,0.5,1.04,23.86,30.64,3.26,15.09,0,277.57,7.38,2385.91,10.38,0.18,0.07,0.67,6.78,8.56,2002.35
2023/1/25 14:15,0.5,1.04,23.86,32.32,3.25,15.09,1.23,277.36,7.34,2334.48,10.38,0.19,0.07,0.74,6.76,8.53,2000
2023/1/25 14:30,0.5,1.04,23.86,32.36,3.25,15.19,0,277.59,7.37,2309.45,10.38,0.19,0.07,0.74,6.76,8.54,1982.62
2023/1/25 14:45,0.5,1.05,23.86,32.27,3.45,15.11,1.46,277.37,7.34,2282.66,10.38,0.19,0.07,0.76,6.75,8.53,1997.54
2023/1/25 15:00,0.5,1.04,23.95,32.35,3.44,15.14,2.93,277.43,7.35,2459.51,10.38,0.19,0.07,0.76,6.75,8.53,1949.26
2023/1/25 15:15,0.5,1.04,23.86,32.34,3.45,15.06,0,277.54,7.36,2303.37,10.38,0.19,0.17,0.73,6.74,8.55,1984
2023/1/25 15:30,0.5,1.04,23.95,32.28,3.45,15.1,2.7,277.45,7.35,2438.51,10.38,0.19,0.17,0.71,6.75,7.66,1968.88
2023/1/25 15:45,0.5,1.04,23.86,32.3,3.45,15.12,2.11,277.39,7.33,2260.08,11.56,0.19,0.17,0.84,6.74,7.66,1983.02
2023/1/25 16:00,0.5,1.04,23.86,32.35,3.45,15.05,0,277.6,7.35,2255.27,11.56,0.19,0.17,0.8,6.73,7.67,1977.72
2023/1/25 16:15,0.5,1.04,23.86,31.39,3.45,15.12,2.58,277.4,7.32,2240.36,11.56,0.19,0.17,0.73,6.73,7.68,1974.77
2023/1/25 16:30,0.5,1.04,23.95,31.39,3.44,13.3,2.46,277.41,7.32,2317.2,11.56,0.19,0.17,0.76,6.73,7.69,2008.14
2023/1/25 16:45,0.5,1.04,23.86,31.42,3.4,13.28,0,277.4,7.31,2301.11,11.56,0.19,0.17,0.75,6.73,7.66,1938.66
2023/1/25 17:00,0.5,1.04,23.86,31.43,3.4,13.35,0,518.2,7.33,2321.03,11.56,0.19,0.17,0.71,6.73,7.65,1937.28
2023/1/25 17:15,0.5,1.05,23.86,31.42,3.4,13.25,2.58,518.2,7.29,2205.91,11.56,0.19,0.18,0.84,6.73,7.66,1941.01
2023/1/25 17:30,0.5,1.05,23.86,31.45,3.4,13.27,0,518.2,7.3,2359.01,11.56,0.19,0.18,0.74,6.73,7.83,1970.06
2023/1/25 17:45,0.5,1.04,23.86,31.49,3.41,13.35,0,518.2,7.32,2277.85,11.62,0.19,0.18,0.85,6.73,7.82,1957.01
2023/1/25 18:00,0.5,1.04,23.89,31.44,3.4,13.32,0,518.2,7.31,2245.16,11.62,0.19,0.18,0.84,6.72,7.82,1918.63
2023/1/25 18:15,0.5,1.05,23.86,31.1,3.4,13.21,2.4,518.2,7.28,2350.18,11.62,0.19,0.18,0.78,6.72,7.81,1933.75
2023/1/25 18:30,0.5,1.04,23.95,31.04,3.4,13.24,1.76,518.2,7.26,2244.09,11.62,0.19,0.18,0.73,6.73,7.83,1978.5
2023/1/25 18:45,0.5,1.05,23.86,31.09,3.22,13.29,2.29,518.2,7.28,2335.16,11.62,0.19,0.18,0.9,6.72,7.83,1980.76
2023/1/25 19:00,0.5,1.05,23.86,31.09,3.22,13.27,0,518.2,7.26,2389.14,11.62,0.19,0.18,0.8,6.72,7.84,2007.26
2023/1/25 19:15,0.5,1.05,23.86,31.15,3.22,13.28,1.4,518.2,7.25,2573.07,11.62,0.19,0.16,0.88,6.72,7.82,2018.84
2023/1/25 19:30,0.5,1.04,23.86,31.11,3.22,13.26,0.52,518.2,7.27,2328.98,11.62,0.19,0.16,0.81,6.72,7.7,2027.87
2023/1/25 19:45,0.5,1.04,23.86,31.1,3.22,13.29,1.87,518.2,7.27,2290.31,11.83,0.19,0.16,0.96,6.72,7.69,2073.41
2023/1/25 1:00,0.5,1.04,22.87,32.69,3.38,23.75,0,277.59,7.29,2287.27,11.62,0.67,0.13,0.85,6.71,8.29,1975.85
2023/1/25 1:15,0.5,1.04,22.95,32.75,3.37,23.7,1.34,277.55,7.3,2206.4,11.62,0.67,0.17,0.97,6.72,8.29,2008.14
2023/1/25 1:30,0.5,1.04,22.87,32.71,3.38,23.79,0,277.47,7.28,2271.57,11.62,0.67,0.17,0.83,6.72,8.07,1979.39
2023/1/25 1:45,0.5,1.04,22.87,32.64,3.38,23.74,1.17,277.37,7.24,2279.61,11.43,0.67,0.17,0.84,6.72,8.05,2021.78
2023/1/25 20:00,0.5,1.04,23.95,31.11,3.22,13.27,0,518.2,7.26,2230.93,11.83,0.19,0.16,0.79,6.71,7.69,2058.49
2023/1/25 20:15,0.5,1.04,23.86,30.81,3.22,13.28,2.46,518.2,7.27,2391.01,11.83,0.2,0.16,0.82,6.72,7.69,2013.93
2023/1/25 20:30,0.5,1.04,23.95,30.8,3.22,13.27,0,518.2,7.28,2330.85,11.82,0.2,0.16,0.82,6.72,7.72,2079.49
2023/1/25 20:45,0.5,1.04,23.86,30.87,3.18,13.37,0.11,518.2,7.25,2330.75,11.83,0.2,0.16,0.94,6.71,7.68,2013.93
2023/1/25 21:00,0.5,1.04,23.86,30.79,3.17,13.22,2.88,518.2,7.28,2397.49,11.83,0.2,0.16,2.54,6.72,7.69,2029.44
2023/1/25 21:15,0.5,1.04,23.86,30.8,3.17,13.28,1.05,518.2,7.29,2292.96,11.83,0.2,0.19,2.36,6.73,7.71,2004.81
2023/1/25 21:30,0.5,1.04,23.86,30.8,3.17,13.28,1.87,518.2,7.28,2405.93,11.83,0.2,0.19,1.76,6.72,8.84,2070.17
2023/1/25 21:45,0.5,1.04,23.86,30.84,3.17,13.37,0,518.2,7.28,2385.02,11.46,0.2,0.2,1.41,6.71,8.82,1986.16
2023/1/25 22:00,0.5,1.04,23.86,30.8,3.17,13.24,2.23,518.2,7.25,2332.51,11.46,0.2,0.19,1.16,6.71,8.81,2002.45
2023/1/25 22:15,0.5,1.04,23.86,32.08,3.18,13.3,0,518.2,7.26,2428.99,11.46,0.21,0.2,1.13,6.71,8.81,1997.05
2023/1/25 22:30,0.5,1.04,23.86,32.13,3.17,13.31,1.7,518.2,7.24,2446.17,11.46,0.21,0.19,1.02,6.71,8.82,1987.83
2023/1/25 22:45,0.5,1.04,23.9,32.1,3.44,13.32,0,518.2,7.28,2474.04,11.46,0.21,0.19,0.95,6.71,8.81,2043.28
2023/1/25 23:00,0.5,1.04,23.86,32.07,3.44,13.35,0,518.2,7.24,2499.26,11.46,0.21,0.2,1.06,6.71,8.81,2009.42
2023/1/25 23:15,0.5,1.04,23.86,32.13,3.43,13.22,0,518.2,7.29,2375.01,11.46,0.21,0.31,1.04,6.71,8.81,2068.99
2023/1/25 23:30,0.5,1.04,23.95,32.06,3.44,13.32,0,518.2,7.28,2480.03,11.46,0.21,0.31,1.04,6.71,8.35,2087.05
2023/1/25 23:45,0.5,1.04,23.86,32.13,3.44,13.35,1.05,518.2,7.27,2412.11,11.91,0.21,0.31,1.04,6.7,8.35,2078.91
2023/1/25 2:00,0.5,1.04,22.87,32.68,3.38,23.63,1.87,277.36,7.24,2143,11.43,0.67,0.17,0.8,6.71,8.04,1949.26
2023/1/25 2:15,0.5,1.04,22.87,31.53,3.38,23.64,2.64,277.41,7.26,2206.59,11.44,0.2,0.17,0.8,6.72,8.04,1924.62
2023/1/25 2:30,0.5,1.04,22.87,31.54,3.37,15.45,0.11,277.61,7.28,2104.03,11.43,0.2,0.17,0.8,6.72,8.04,1911.96
2023/1/25 2:45,0.5,1.04,22.87,31.59,3.17,15.46,0,277.51,7.24,1996.66,11.43,0.2,0.17,0.8,6.72,8.06,1579.34
2023/1/25 3:00,0.5,1.04,22.87,31.54,3.16,15.4,2.58,277.42,7.24,2146.92,11.43,0.2,0.17,0.77,6.72,8.04,1594.75
2023/1/25 3:15,0.5,1.04,22.87,31.53,3.15,15.37,1.7,277.5,7.26,2120.23,11.44,0.2,0.18,0.85,6.74,8.03,1644.02
2023/1/25 3:30,0.5,1.04,22.88,31.53,3.16,15.48,2.35,277.51,7.25,1866.81,11.43,0.2,0.18,1.1,6.75,8.14,1657.86
2023/1/25 3:45,0.5,1.04,22.89,31.54,3.16,15.45,1.64,277.55,7.25,2008.83,12.53,0.2,0.18,1.34,6.74,8.15,1672.39
2023/1/25 4:00,0.5,1.04,25.94,31.5,3.16,15.38,0,277.44,7.22,1954.06,12.53,0.2,0.18,1.1,6.74,8.12,1667.09
2023/1/25 4:15,0.5,1.04,25.94,25.99,3.16,11.73,0.11,277.61,7.25,1841.49,12.52,0.22,0.18,1.06,6.73,8.11,1624.1
2023/1/25 4:30,0.5,1.04,25.83,25.99,3.15,11.77,2.82,277.44,7.21,1874.08,12.52,0.22,0.18,0.83,6.72,8.12,1656.49
2023/1/25 4:45,0.5,1.04,25.92,26.06,2.51,11.89,0,277.6,7.22,1884.58,12.52,0.22,0.18,0.94,6.72,8.14,1605.16
2023/1/25 5:00,0.5,1.04,25.83,25.99,2.51,11.75,2.35,277.38,7.2,1758.07,12.52,0.22,0.18,0.84,6.73,8.12,1699.97
2023/1/25 5:15,0.5,1.04,25.94,25.96,2.51,11.8,0,277.52,7.21,1846.99,12.52,0.22,0.15,0.98,6.74,8.13,1598.48
2023/1/25 5:30,0.5,1.04,25.86,25.98,2.51,11.76,2.05,277.37,7.18,1799.29,12.52,0.22,0.15,1.12,6.75,7.76,1429.97
2023/1/25 5:45,0.5,1.04,25.94,26.04,2.51,11.85,0.99,277.57,7.22,1679.35,12.52,0.22,0.15,1.26,6.76,7.77,1470.89
2023/1/25 6:00,0.5,1.04,25.94,26.01,2.51,11.76,1.82,277.51,7.21,1831.48,12.53,0.22,0.15,1.12,6.77,7.76,1465.5
2023/1/25 6:15,0.5,1.04,25.88,22.43,2.51,11.8,2.11,277.44,7.19,1886.64,12.53,0.23,0.15,1.05,6.78,7.76,1464.02
2023/1/25 6:30,0.5,1.04,25.94,22.41,2.51,17.3,2.4,277.43,7.19,1696.14,12.52,0.23,0.15,0.78,6.78,7.75,1494.74
2023/1/25 6:45,0.5,1.04,25.94,22.4,2.17,17.3,0,277.52,7.19,1841.98,12.52,0.23,0.15,0.82,6.78,7.77,1484.44
2023/1/25 7:00,0.5,1.04,25.94,22.41,2.16,17.26,0.7,277.59,7.21,1790.16,12.53,0.23,0.15,0.78,6.79,7.78,1471.97
2023/1/25 7:15,0.5,1.04,25.94,22.45,2.16,17.32,0,277.62,7.21,1703.5,12.53,0.23,0.06,0.73,6.8,7.76,1482.18
2023/1/25 7:30,0.5,1.04,25.94,22.39,2.16,17.24,0,277.6,7.21,1737.85,12.53,0.23,0.06,0.8,6.81,7.26,1497.1
2023/1/25 7:45,0.5,1.04,25.93,22.45,2.16,17.2,0.52,277.59,7.22,1842.18,10.81,0.23,0.06,0.72,6.81,7.25,1495.04
2023/1/25 8:00,0.5,1.04,25.93,22.46,2.16,17.26,0.93,277.36,7.18,1774.95,10.82,0.23,0.06,0.58,6.83,7.27,1483.65
2023/1/25 8:15,0.5,1.04,25.83,19.93,2.16,10.61,2.29,277.43,7.21,1933.94,10.82,0.2,0.06,0.57,6.83,7.26,1507.01
2023/1/25 8:30,0.5,1.04,23.86,19.94,2.16,10.78,0.7,277.37,7.19,1900.08,10.81,0.2,0.06,0.7,6.83,7.25,1506.91
2023/1/25 8:45,0.5,1.04,23.86,19.96,1.92,10.84,0,277.41,7.22,2151.34,10.82,0.2,0.06,0.55,6.85,7.25,1513.49
2023/1/25 9:00,0.5,1.04,23.86,19.92,1.92,10.74,0,277.58,7.26,2113.35,10.82,0.2,0.06,0.63,6.84,7.25,1538.91
2023/1/25 9:15,0.5,1.04,23.95,19.95,1.91,10.67,0,277.6,7.27,1987.73,10.81,0.2,0.05,0.59,6.85,7.26,1566.59
2023/1/25 9:30,0.5,1.04,23.95,19.99,1.91,10.71,0.46,277.61,7.3,2309.74,10.82,0.2,0.05,0.7,6.85,7.09,1594.46
2023/1/25 9:45,0.5,1.04,23.86,19.95,1.92,10.88,0,277.5,7.31,2201.49,9.93,0.2,0.05,0.67,6.85,7.1,1617.52
2023/1/26 0:00,0.5,1.04,23.95,32.15,3.44,13.21,0,518.2,7.31,2302.19,11.91,0.21,0.31,1.03,6.7,8.35,2099.03
2023/1/26 0:15,0.5,1.04,23.86,33.18,3.43,13.21,0,518.2,7.3,2415.94,11.91,0.2,0.31,1,6.69,8.36,2091.37
2023/1/26 0:30,0.5,1.04,23.86,33.12,3.43,13.33,2.35,518.2,7.27,2450.49,11.91,0.2,0.31,1.02,6.7,8.35,2073.21
2023/1/26 0:45,0.5,1.04,23.86,33.12,3.57,13.33,0.11,518.2,7.27,2440.87,11.91,0.2,0.31,1,6.7,8.35,2056.04
2023/1/26 10:00,0.5,1.04,23.86,20.21,1.98,13.24,0,518.2,7.35,2193.64,10.35,0.19,0.05,0.6,6.86,8.06,1706.44
2023/1/26 10:15,0.5,1.04,23.86,23.67,1.98,13.34,1.29,518.2,7.37,2346.65,10.35,0.19,0.05,0.72,6.85,8.06,1738.54
2023/1/26 10:30,0.5,1.04,23.86,23.71,1.98,13.27,1.87,518.2,7.38,2328.88,10.35,0.19,0.05,0.72,6.84,8.06,1972.61
2023/1/26 10:45,0.5,1.04,23.86,23.64,2.37,13.31,0,518.2,7.37,2334.77,10.35,0.19,0.05,0.82,6.83,8.07,2243.89
2023/1/26 11:00,0.5,1.04,23.86,23.67,2.37,13.32,0,518.2,7.41,2347.73,10.35,0.19,0.05,0.76,6.83,8.08,2217.29
2023/1/26 11:15,0.5,1.04,23.86,23.71,2.38,13.33,0,518.2,7.37,2336.05,10.35,0.19,0.13,0.8,6.83,8.06,2180.58
2023/1/26 11:30,0.5,1.04,23.86,23.71,2.37,13.29,1.52,518.2,7.37,2356.17,10.35,0.19,0.13,0.82,6.83,7.01,2130.04
2023/1/26 11:45,0.5,1.04,23.86,23.67,2.37,13.14,0.46,518.2,7.39,2412.31,9.13,0.19,0.13,0.72,6.82,7,2071.64
2023/1/26 12:00,0.5,1.04,23.86,23.68,2.37,13.37,0,518.2,7.37,2348.02,9.13,0.19,0.13,0.79,6.82,7.02,1992.93
2023/1/26 12:15,0.5,1.04,23.86,34.41,2.38,13.29,0.28,518.2,7.34,2480.71,9.13,0.18,0.13,0.69,6.83,7,2035.92
2023/1/26 12:30,0.5,1.04,23.95,34.38,2.37,13.32,0,518.2,7.34,2376.39,9.13,0.18,0.13,0.63,6.81,7,2019.33
2023/1/26 12:45,0.5,1.04,23.86,34.36,3.45,13.28,2.35,518.2,7.36,2427.72,9.13,0.18,0.13,0.67,6.81,7.01,2014.82
2023/1/26 13:00,0.5,1.04,23.95,34.35,3.45,13.2,1.52,518.2,7.33,2385.22,9.13,0.18,0.13,0.76,6.79,7,2000.98
2023/1/26 13:15,0.5,1.04,23.86,34.42,3.45,13.27,0.52,518.2,7.37,2355.58,9.13,0.18,0.3,0.73,6.78,7.02,2046.13
2023/1/26 13:30,0.5,1.04,23.95,34.36,3.45,13.32,1.29,518.2,7.31,2383.06,9.14,0.18,0.3,0.85,6.77,8.06,1990.87
2023/1/26 13:45,0.5,1.04,23.86,34.38,3.45,13.21,0,518.2,7.32,2499.07,10.2,0.18,0.3,0.81,6.76,8.06,2002.25
2023/1/26 14:00,0.5,1.04,23.86,34.42,3.46,13.19,0,518.2,7.34,2334.18,10.2,0.18,0.3,0.85,6.76,8.06,2033.96
2023/1/26 14:15,0.5,1.04,23.86,33.6,3.44,13.29,0.93,518.2,7.35,2417.51,10.2,0.18,0.3,0.71,6.75,8.09,2003.43
2023/1/26 14:30,0.5,1.04,23.86,33.59,3.46,13.25,0.46,518.2,7.3,2391.79,10.2,0.18,0.3,0.99,6.74,8.07,2053.78
2023/1/26 14:45,0.5,1.04,23.86,33.61,3.68,13.26,0,518.2,7.32,2405.14,10.2,0.18,0.3,0.81,6.75,8.06,2028.36
2023/1/26 15:00,0.5,1.04,23.86,33.59,3.67,13.32,2.46,518.2,7.32,2367.95,10.2,0.18,0.3,0.8,6.74,8.06,2036.21
2023/1/26 15:15,0.5,1.04,23.86,33.61,3.67,13.27,2.23,518.2,7.31,2307.39,10.2,0.18,0.5,0.76,6.73,8.06,2010.69
2023/1/26 15:30,0.5,1.04,23.86,33.59,3.67,13.23,2.05,518.2,7.32,2361.37,10.2,0.18,0.5,0.98,6.72,8.01,2001.86
2023/1/26 15:45,0.5,1.04,23.95,33.58,3.68,13.26,0,518.2,7.28,2339.09,11.21,0.18,0.5,0.92,6.72,8.02,2031.5
2023/1/26 16:00,0.5,1.04,23.86,33.62,3.68,13.29,0,518.2,7.29,2221.9,11.21,0.18,0.5,0.88,6.72,8.01,2035.13
2023/1/26 16:15,0.5,1.04,23.86,32.97,3.67,13.29,0.23,518.2,7.28,2429.78,11.21,0.19,0.5,0.8,6.72,8,2002.84
2023/1/26 16:30,0.5,1.04,23.86,32.99,3.67,13.3,0,518.2,7.3,2325.45,11.21,0.19,0.5,0.87,6.72,8,1974.58
2023/1/26 16:45,0.5,1.04,23.86,32.93,3.54,13.25,2.4,518.2,7.3,2384.53,11.21,0.19,0.5,0.89,6.71,8.02,2045.14
2023/1/26 17:00,0.5,1.04,23.86,32.95,3.54,13.24,2.05,518.2,7.28,2406.61,11.21,0.19,0.5,0.87,6.72,8.02,2039.45
2023/1/26 17:15,0.5,1.04,23.95,32.96,3.54,13.28,0.99,518.2,7.26,2249.68,11.21,0.19,0.56,0.82,6.72,8,1989.99
2023/1/26 17:30,0.5,1.04,23.95,32.96,3.54,13.3,0,518.2,7.26,2327.71,11.21,0.19,0.56,0.93,6.72,8.41,1978.8
2023/1/26 17:45,0.5,1.04,23.86,32.96,3.54,13.21,0.99,518.2,7.27,2354.01,11.94,0.19,0.56,0.85,6.72,8.41,1994.7
2023/1/26 18:00,0.5,1.04,25.94,32.99,3.54,13.2,1.93,518.2,7.23,2212.97,11.94,0.19,0.56,0.88,6.71,8.4,1989.3
2023/1/26 18:15,0.5,1.04,25.83,33,3.54,13.38,0,518.2,7.25,2338.99,11.94,0.21,0.56,0.89,6.72,8.42,1940.32
2023/1/26 18:30,0.5,1.04,25.94,32.99,3.54,13.23,0,518.2,7.25,2519.87,11.94,0.21,0.56,0.91,6.72,8.41,2021.49
2023/1/26 18:45,0.5,1.04,25.93,33,3.49,13.33,0,518.2,7.3,2438.12,11.94,0.21,0.56,0.91,6.71,8.41,1992.15
2023/1/26 19:00,0.5,1.04,25.88,32.99,3.49,13.23,0,518.2,7.26,2316.03,11.94,0.21,0.56,0.85,6.71,8.41,2011.19
